"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","role","Activity"
"Case2717","Assign seriousness","2010/09/16 15:37:47.000","2010/09/16 15:37:47.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Assign seriousness"
"Case2717","Take in charge ticket","2010/09/16 15:38:01.000","2010/09/16 15:38:01.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Take in charge ticket"
"Case2717","Resolve ticket","2010/09/16 15:38:13.000","2010/09/16 15:38:13.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Resolve ticket"
"Case2717","Closed","2010/10/30 15:00:56.000","2010/10/30 15:00:56.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case2718","Assign seriousness","2010/10/05 11:40:46.000","2010/10/05 11:40:46.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case2718","Take in charge ticket","2010/10/07 08:12:16.000","2010/10/07 08:12:16.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case2718","Resolve ticket","2010/10/07 08:13:07.000","2010/10/07 08:13:07.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case2718","Closed","2010/11/06 09:13:25.000","2010/11/06 09:13:25.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case2719","Assign seriousness","2012/05/14 11:59:38.000","2012/05/14 11:59:38.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case2719","Take in charge ticket","2012/05/14 11:59:50.000","2012/05/14 11:59:50.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Take in charge ticket"
"Case2719","Wait","2012/05/14 12:06:27.000","2012/05/14 12:06:27.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Wait"
"Case2719","Resolve ticket","2012/05/25 06:35:47.000","2012/05/25 06:35:47.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Resolve ticket"
"Case2719","Closed","2012/06/24 06:36:14.000","2012/06/24 06:36:14.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case2720","Assign seriousness","2013/08/07 09:30:46.000","2013/08/07 09:30:46.000","Fluxicon Disco","Variant 10","10","Value 9","Value 9","Assign seriousness"
"Case2720","Take in charge ticket","2013/08/09 08:38:37.000","2013/08/09 08:38:37.000","Fluxicon Disco","Variant 10","10","Value 9","Value 9","Take in charge ticket"
"Case2720","Require upgrade","2013/08/14 14:11:24.000","2013/08/14 14:11:24.000","Fluxicon Disco","Variant 10","10","Value 9","Value 9","Require upgrade"
"Case2720","Resolve ticket","2013/09/10 07:17:19.000","2013/09/10 07:17:19.000","Fluxicon Disco","Variant 10","10","Value 2","Value 2","Resolve ticket"
"Case2720","Closed","2013/09/25 07:17:26.000","2013/09/25 07:17:26.000","Fluxicon Disco","Variant 10","10","Value 3","Value 3","Closed"
"Case2721","Assign seriousness","2013/06/25 09:25:43.000","2013/06/25 09:25:43.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case2721","Take in charge ticket","2013/07/05 06:05:32.000","2013/07/05 06:05:32.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case2721","Wait","2013/07/05 06:28:50.000","2013/07/05 06:28:50.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Wait"
"Case2721","Resolve ticket","2013/07/12 14:32:05.000","2013/07/12 14:32:05.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Resolve ticket"
"Case2721","Closed","2013/07/27 14:32:23.000","2013/07/27 14:32:23.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case2722","Assign seriousness","2011/07/26 06:50:19.000","2011/07/26 06:50:19.000","Fluxicon Disco","Variant 44","44","Value 13","Value 13","Assign seriousness"
"Case2722","Take in charge ticket","2011/07/28 08:02:16.000","2011/07/28 08:02:16.000","Fluxicon Disco","Variant 44","44","Value 13","Value 13","Take in charge ticket"
"Case2722","Wait","2011/07/28 08:22:45.000","2011/07/28 08:22:45.000","Fluxicon Disco","Variant 44","44","Value 13","Value 13","Wait"
"Case2722","Wait","2011/08/03 07:59:57.000","2011/08/03 07:59:57.000","Fluxicon Disco","Variant 44","44","Value 13","Value 13","Wait"
"Case2722","Resolve ticket","2011/08/03 08:50:07.000","2011/08/03 08:50:07.000","Fluxicon Disco","Variant 44","44","Value 2","Value 2","Resolve ticket"
"Case2722","Resolve ticket","2011/08/03 08:50:11.000","2011/08/03 08:50:11.000","Fluxicon Disco","Variant 44","44","Value 2","Value 2","Resolve ticket"
"Case2722","Closed","2011/09/10 08:00:26.000","2011/09/10 08:00:26.000","Fluxicon Disco","Variant 44","44","Value 5","Value 5","Closed"
"Case2723","Assign seriousness","2012/06/06 13:54:08.000","2012/06/06 13:54:08.000","Fluxicon Disco","Variant 9","9","Value 1","Value 1","Assign seriousness"
"Case2723","Take in charge ticket","2012/06/06 14:57:04.000","2012/06/06 14:57:04.000","Fluxicon Disco","Variant 9","9","Value 10","Value 10","Take in charge ticket"
"Case2723","Resolve ticket","2012/06/07 11:43:39.000","2012/06/07 11:43:39.000","Fluxicon Disco","Variant 9","9","Value 10","Value 10","Resolve ticket"
"Case2723","Take in charge ticket","2012/06/07 14:31:25.000","2012/06/07 14:31:25.000","Fluxicon Disco","Variant 9","9","Value 10","Value 10","Take in charge ticket"
"Case2723","Resolve ticket","2012/06/08 15:33:34.000","2012/06/08 15:33:34.000","Fluxicon Disco","Variant 9","9","Value 10","Value 10","Resolve ticket"
"Case2723","Closed","2012/07/07 14:00:31.000","2012/07/07 14:00:31.000","Fluxicon Disco","Variant 9","9","Value 5","Value 5","Closed"
"Case2724","Assign seriousness","2011/09/22 13:38:56.000","2011/09/22 13:38:56.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case2724","Take in charge ticket","2011/09/27 09:06:08.000","2011/09/27 09:06:08.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Take in charge ticket"
"Case2724","Wait","2011/09/28 12:10:00.000","2011/09/28 12:10:00.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Wait"
"Case2724","Resolve ticket","2011/09/28 13:17:24.000","2011/09/28 13:17:24.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Resolve ticket"
"Case2724","Closed","2011/10/25 14:50:23.000","2011/10/25 14:50:23.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case2725","Assign seriousness","2010/12/20 13:10:32.000","2010/12/20 13:10:32.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Assign seriousness"
"Case2725","Take in charge ticket","2010/12/20 15:38:15.000","2010/12/20 15:38:15.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case2725","Wait","2010/12/21 10:33:55.000","2010/12/21 10:33:55.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Wait"
"Case2725","Take in charge ticket","2010/12/22 09:39:15.000","2010/12/22 09:39:15.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case2725","Resolve ticket","2010/12/22 09:39:25.000","2010/12/22 09:39:25.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Resolve ticket"
"Case2725","Closed","2011/01/28 12:20:30.000","2011/01/28 12:20:30.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case2726","Assign seriousness","2011/01/11 10:20:28.000","2011/01/11 10:20:28.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Assign seriousness"
"Case2726","Take in charge ticket","2011/01/12 10:31:25.000","2011/01/12 10:31:25.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case2726","Wait","2011/01/13 14:17:16.000","2011/01/13 14:17:16.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Wait"
"Case2726","Take in charge ticket","2011/01/18 09:55:14.000","2011/01/18 09:55:14.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case2726","Resolve ticket","2011/01/18 09:58:43.000","2011/01/18 09:58:43.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Resolve ticket"
"Case2726","Closed","2011/02/23 07:10:27.000","2011/02/23 07:10:27.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case2727","Assign seriousness","2012/03/20 14:58:26.000","2012/03/20 14:58:26.000","Fluxicon Disco","Variant 3","3","Value 1","Value 1","Assign seriousness"
"Case2727","Take in charge ticket","2012/03/21 07:35:08.000","2012/03/21 07:35:08.000","Fluxicon Disco","Variant 3","3","Value 6","Value 6","Take in charge ticket"
"Case2727","Wait","2012/03/23 08:44:30.000","2012/03/23 08:44:30.000","Fluxicon Disco","Variant 3","3","Value 11","Value 11","Wait"
"Case2727","Take in charge ticket","2012/04/20 13:03:31.000","2012/04/20 13:03:31.000","Fluxicon Disco","Variant 3","3","Value 11","Value 11","Take in charge ticket"
"Case2727","Resolve ticket","2012/04/20 13:03:39.000","2012/04/20 13:03:39.000","Fluxicon Disco","Variant 3","3","Value 11","Value 11","Resolve ticket"
"Case2727","Closed","2012/05/05 13:04:06.000","2012/05/05 13:04:06.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case2728","Assign seriousness","2010/10/27 08:28:14.000","2010/10/27 08:28:14.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Assign seriousness"
"Case2728","Take in charge ticket","2010/10/27 08:29:09.000","2010/10/27 08:29:09.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Take in charge ticket"
"Case2728","Resolve ticket","2010/10/27 11:14:19.000","2010/10/27 11:14:19.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Resolve ticket"
"Case2728","Closed","2010/11/30 09:30:34.000","2010/11/30 09:30:34.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case2729","Assign seriousness","2012/05/07 08:48:29.000","2012/05/07 08:48:29.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Assign seriousness"
"Case2729","Take in charge ticket","2012/05/07 08:48:48.000","2012/05/07 08:48:48.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Take in charge ticket"
"Case2729","Wait","2012/05/07 09:32:52.000","2012/05/07 09:32:52.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Wait"
"Case2729","Resolve ticket","2012/05/07 09:50:02.000","2012/05/07 09:50:02.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Resolve ticket"
"Case2729","Closed","2012/06/22 09:10:40.000","2012/06/22 09:10:40.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case2730","Assign seriousness","2010/11/08 16:17:32.000","2010/11/08 16:17:32.000","Fluxicon Disco","Variant 33","33","Value 14","Value 14","Assign seriousness"
"Case2730","Take in charge ticket","2010/11/09 08:57:45.000","2010/11/09 08:57:45.000","Fluxicon Disco","Variant 33","33","Value 14","Value 14","Take in charge ticket"
"Case2730","Resolve ticket","2010/11/09 08:57:58.000","2010/11/09 08:57:58.000","Fluxicon Disco","Variant 33","33","Value 14","Value 14","Resolve ticket"
"Case2730","Closed","2010/12/15 16:00:31.000","2010/12/15 16:00:31.000","Fluxicon Disco","Variant 33","33","Value 5","Value 5","Closed"
"Case2730","Closed","2010/12/15 16:00:31.000","2010/12/15 16:00:31.000","Fluxicon Disco","Variant 33","33","Value 5","Value 5","Closed"
"Case2731","Assign seriousness","2011/05/30 08:32:01.000","2011/05/30 08:32:01.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case2731","Take in charge ticket","2011/05/30 08:32:39.000","2011/05/30 08:32:39.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Take in charge ticket"
"Case2731","Resolve ticket","2011/05/30 09:32:04.000","2011/05/30 09:32:04.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case2731","Closed","2011/07/13 08:40:54.000","2011/07/13 08:40:54.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case2732","Assign seriousness","2010/07/08 07:59:21.000","2010/07/08 07:59:21.000","Fluxicon Disco","Variant 1","1","Value 19","Value 19","Assign seriousness"
"Case2732","Take in charge ticket","2010/08/05 08:52:17.000","2010/08/05 08:52:17.000","Fluxicon Disco","Variant 1","1","Value 12","Value 12","Take in charge ticket"
"Case2732","Resolve ticket","2010/08/05 09:55:29.000","2010/08/05 09:55:29.000","Fluxicon Disco","Variant 1","1","Value 12","Value 12","Resolve ticket"
"Case2732","Closed","2010/08/20 09:55:47.000","2010/08/20 09:55:47.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case2733","Assign seriousness","2010/12/22 08:51:57.000","2010/12/22 08:51:57.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case2733","Take in charge ticket","2010/12/22 09:03:37.000","2010/12/22 09:03:37.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Take in charge ticket"
"Case2733","Resolve ticket","2010/12/23 13:20:54.000","2010/12/23 13:20:54.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Resolve ticket"
"Case2733","Closed","2011/02/12 09:00:38.000","2011/02/12 09:00:38.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case2734","Assign seriousness","2013/10/01 08:25:05.000","2013/10/01 08:25:05.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Assign seriousness"
"Case2734","Take in charge ticket","2013/10/01 11:38:06.000","2013/10/01 11:38:06.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case2734","Wait","2013/10/09 08:36:07.000","2013/10/09 08:36:07.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Wait"
"Case2734","Resolve ticket","2013/10/18 12:01:47.000","2013/10/18 12:01:47.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Resolve ticket"
"Case2734","Closed","2013/11/02 13:02:07.000","2013/11/02 13:02:07.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case2735","Assign seriousness","2011/07/18 09:05:43.000","2011/07/18 09:05:43.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Assign seriousness"
"Case2735","Take in charge ticket","2011/07/18 09:05:57.000","2011/07/18 09:05:57.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case2735","Wait","2011/07/20 07:17:20.000","2011/07/20 07:17:20.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Wait"
"Case2735","Resolve ticket","2011/08/03 13:02:11.000","2011/08/03 13:02:11.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Resolve ticket"
"Case2735","Closed","2011/08/19 15:00:26.000","2011/08/19 15:00:26.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case2736","Assign seriousness","2011/05/27 13:04:53.000","2011/05/27 13:04:53.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Assign seriousness"
"Case2736","Take in charge ticket","2011/05/27 13:05:15.000","2011/05/27 13:05:15.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Take in charge ticket"
"Case2736","Wait","2011/05/30 06:34:08.000","2011/05/30 06:34:08.000","Fluxicon Disco","Variant 3","3","Value 6","Value 6","Wait"
"Case2736","Take in charge ticket","2011/05/31 14:20:37.000","2011/05/31 14:20:37.000","Fluxicon Disco","Variant 3","3","Value 6","Value 6","Take in charge ticket"
"Case2736","Resolve ticket","2011/05/31 14:23:04.000","2011/05/31 14:23:04.000","Fluxicon Disco","Variant 3","3","Value 6","Value 6","Resolve ticket"
"Case2736","Closed","2011/06/30 14:23:36.000","2011/06/30 14:23:36.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case2737","Assign seriousness","2011/11/10 13:42:14.000","2011/11/10 13:42:14.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Assign seriousness"
"Case2737","Take in charge ticket","2011/11/11 07:09:00.000","2011/11/11 07:09:00.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Take in charge ticket"
"Case2737","Resolve ticket","2011/11/11 09:10:53.000","2011/11/11 09:10:53.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Resolve ticket"
"Case2737","Closed","2011/12/15 13:50:39.000","2011/12/15 13:50:39.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case2738","Assign seriousness","2011/12/16 10:53:30.000","2011/12/16 10:53:30.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Assign seriousness"
"Case2738","Take in charge ticket","2011/12/21 14:24:06.000","2011/12/21 14:24:06.000","Fluxicon Disco","Variant 6","6","Value 9","Value 9","Take in charge ticket"
"Case2738","Resolve ticket","2011/12/29 14:49:36.000","2011/12/29 14:49:36.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Resolve ticket"
"Case2738","Resolve ticket","2011/12/29 14:49:37.000","2011/12/29 14:49:37.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Resolve ticket"
"Case2738","Closed","2012/02/02 11:00:25.000","2012/02/02 11:00:25.000","Fluxicon Disco","Variant 6","6","Value 5","Value 5","Closed"
"Case2739","Assign seriousness","2012/04/23 14:42:07.000","2012/04/23 14:42:07.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Assign seriousness"
"Case2739","Take in charge ticket","2012/04/23 14:43:03.000","2012/04/23 14:43:03.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case2739","Wait","2012/04/24 11:13:36.000","2012/04/24 11:13:36.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Wait"
"Case2739","Resolve ticket","2012/05/14 14:05:40.000","2012/05/14 14:05:40.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Resolve ticket"
"Case2739","Closed","2012/05/29 14:06:01.000","2012/05/29 14:06:01.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case2740","Assign seriousness","2012/01/05 10:12:59.000","2012/01/05 10:12:59.000","Fluxicon Disco","Variant 5","5","Value 2","Value 2","Assign seriousness"
"Case2740","Resolve ticket","2012/01/05 10:13:25.000","2012/01/05 10:13:25.000","Fluxicon Disco","Variant 5","5","Value 2","Value 2","Resolve ticket"
"Case2740","Closed","2012/02/22 10:20:48.000","2012/02/22 10:20:48.000","Fluxicon Disco","Variant 5","5","Value 5","Value 5","Closed"
"Case2741","Assign seriousness","2013/02/28 11:00:50.000","2013/02/28 11:00:50.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case2741","Take in charge ticket","2013/03/11 10:36:10.000","2013/03/11 10:36:10.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case2741","Resolve ticket","2013/03/18 07:07:58.000","2013/03/18 07:07:58.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case2741","Closed","2013/04/02 06:08:09.000","2013/04/02 06:08:09.000","Fluxicon Disco","Variant 1","1","Value 3","Value 3","Closed"
"Case2742","Assign seriousness","2010/01/22 13:49:01.000","2010/01/22 13:49:01.000","Fluxicon Disco","Variant 12","12","Value 2","Value 2","Assign seriousness"
